Web ID,Region of Incident,ReportedDate,Reported_Year,Reported_Month,Number Dead,Minimum Estimated Number of Missing,TotalDeadandMissing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality,
50998,Sub-Saharan Africa,9-Apr-18,2018,Apr,2,,2,,,2,,Dehydration,"Dao, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"20.551440000000, 13.553540000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50999,Sub-Saharan Africa,9-Apr-18,2018,Apr,2,,2,,1,1,,Sickness and lack of access to medicines,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"22.710323000000, 12.347526000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50995,Sub-Saharan Africa,8-Apr-18,2018,Apr,4,,4,,1,1,,Dehydration,"Garin Kowa, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.706984000000, 8.820615000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50996,North Africa,8-Apr-18,2018,Apr,2,,2,,,2,,Sickness and lack of access to medicines,Algerian Mauritanian border,Mixed Migration Monitoring Mechanism Initiative (4mi),"26.027170000000, -5.976602000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50997,Sub-Saharan Africa,8-Apr-18,2018,Apr,1,,1,,,1,,Sickness and lack of access to medicines,"Kaya, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.088480000000, -1.084960000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50991,North Africa,7-Apr-18,2018,Apr,3,,3,,1,1,,Uknown,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"32.780888000000, 12.476661000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50992,Sub-Saharan Africa,7-Apr-18,2018,Apr,3,,3,,1,1,,Shot,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.325198000000, 11.776809000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50993,Sub-Saharan Africa,7-Apr-18,2018,Apr,6,,6,,1,1,,Starvation,"Garin Kowa, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.706984000000, 8.831601000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50994,Sub-Saharan Africa,7-Apr-18,2018,Apr,1,,1,,,1,,Vehicle Accident,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.446820000000, -11.437940000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44711,Mediterranean,6-Apr-18,2018,Apr,1,,1,,1,,,Drowning,"Playa de Jabonera, Tarifa, Cádiz, Spain","Diario de Cádiz, Europapress, EFE","36.007378006886, -5.595094154956",Western Mediterranean,"https://bit.ly/2GJVwf0, https://bit.ly/2H6xxGf, https://bit.ly/2qh0shj",Uncategorized,3,
44713,North Africa,6-Apr-18,2018,Apr,1,,1,,,1,1,Hit by vehicle,"Port of Ceuta, Spain","El Faro de Ceuta, Ceuta Actualidad","35.896119934234, -5.321322894751",,"https://bit.ly/2qj83Lo, https://bit.ly/2qfCaEh, https://bit.ly/2JrcQU1, https://bit.ly/2qgqGzR",Northern Africa,3,
44839,US-Mexico Border,6-Apr-18,2018,Apr,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.044614200000, -112.369388900000",Central America to US,http,//humaneborders.info/,Northern America,5
50989,North Africa,6-Apr-18,2018,Apr,1,,1,,1,,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.920992000000, 14.233764000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50990,Sub-Saharan Africa,6-Apr-18,2018,Apr,1,,1,,,1,1,Shot,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.305456000000, -0.088230000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44774,North Africa,5-Apr-18,2018,Apr,1,5,6,,,,,Drowning,"Off the coast of Saint Louis, Commune de Gandiol, Senegal","Ndari Info, Caminando Fronteras","16.044509232393, -16.636998584766",Western African,"https://bit.ly/2ICuHWO, https://bit.ly/2HazmSA",Western Africa,1,
50988,North Africa,5-Apr-18,2018,Apr,1,,1,,,1,1,Sickness and lack of access to medicines,"Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.513198000000, 26.137377000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
45732,US-Mexico Border,3-Apr-18,2018,Apr,1,,1,,,1,,Drowning,"Río Bravo, near 1144 International Boulevard, Hidalgo, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office, Desaparecidos y sin reclamar en la frontera","26.117150368913, -98.265632757178",Central America to US,https,//www.facebook.com/Desaparecidosysinreclamarenlafrontera/posts/1833316786978261,Northern America,5
45767,US-Mexico Border,3-Apr-18,2018,Apr,1,,1,,,1,,Drowning,"Río Bravo, near 1145 International Boulevard, Hidalgo, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.116887473702, -98.265781255325",Central America to US,,Northern America,5,
44710,Mediterranean,2-Apr-18,2018,Apr,1,,1,,,1,,Drowning,"6 nautical miles northwest of Port of Bouzedjar, Ain Témouchent, Algeria","Liberté, Ouest Tribune","35.635369791472, -1.325146605078",Western Mediterranean,"https://bit.ly/2Hjz0a1, https://bit.ly/2IFjxkf",Uncategorized,3,
45800,US-Mexico Border,2-Apr-18,2018,Apr,1,,1,,,1,,Uknown,"Cage Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"27.119257900000, -98.229129300000",Central America to US,,Northern America,4,
44693,Mediterranean,1-Apr-18,2018,Apr,7,4,11,1,,1,,Drowning,"Unspecified location in the Gibraltar Strait, between Morocco and Spain","IOM Spain, Salvamento Marítimo, El Mundo","35.977554386570, -5.768318886719",Western Mediterranean,"https://bit.ly/2EddpwF, https://bit.ly/2GS3tye, https://bit.ly/2uMxECe, https://bit.ly/2GzE74U, https://bit.ly/2GMdoCb, https://bit.ly/2Kf0Kxq, https://bit.ly/2Fid6kT",Uncategorized,5,
44694,Mediterranean,1-Apr-18,2018,Apr,1,,1,,,1,,Drowning,"Off the coast of Al-Hoceima, Morocco","EFE, Yabiladi","35.307342028997, -3.957839329297",Western Mediterranean,"https://bit.ly/2GtFQwv, https://bit.ly/2GTiMXz",Uncategorized,3,
44709,Mediterranean,1-Apr-18,2018,Apr,1,,1,,,1,,Drowning,"Near Isles Habibas, Ain Témouchent, Algeria","Réflexion, DK News, Ouest Tribune","35.724826606545, -1.134878620654",Western Mediterranean,"https://bit.ly/2JwAWNg, https://bit.ly/2GM739M, https://bit.ly/2IFjxkf",Uncategorized,3,
45799,US-Mexico Border,1-Apr-18,2018,Apr,1,,1,,,,,Uknown,"King Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"27.034872400000, -98.067233800000",Central America to US,,Northern America,4,
50985,North Africa,1-Apr-18,2018,Apr,1,,1,,,1,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.279137000000, 23.625065000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50986,North Africa,1-Apr-18,2018,Apr,2,,2,,1,1,,Starvation,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.231251000000, 17.562751000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50987,North Africa,1-Apr-18,2018,Apr,2,,2,,1,1,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"25.279471000000, 14.398986000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44708,Mediterranean,31-Mar-18,2018,Mar,1,,1,,,,,Drowning,"West of Plage Sbiaat, Commune de M'Said, Ain Témouchent, Algeria","Réflexion, DK News, Ouest Tribune","35.400122962293, -1.258784939648",Western Mediterranean,"https://bit.ly/2JwAWNg, https://bit.ly/2GM739M, https://bit.ly/2IFjxkf",Uncategorized,3,
50982,North Africa,31-Mar-18,2018,Mar,1,,1,,1,,,Sickness and lack of access to medicines,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50983,North Africa,31-Mar-18,2018,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"31.723048000000, 14.025968000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50984,North Africa,31-Mar-18,2018,Mar,2,,2,,,2,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.143170000000, 23.823002000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50980,Sub-Saharan Africa,30-Mar-18,2018,Mar,2,,2,,,2,,Sickness and lack of access to medicines,"Between Seguedine and Dirkou, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"18.885804000000, 13.024653000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50981,Horn of Africa,30-Mar-18,2018,Mar,1,,1,,,1,,Shot,"Kismayo, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi),"-0.310591000000, 42.396130000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
44692,Mediterranean,29-Mar-18,2018,Mar,,7,7,,,7,,Drowning,"Unspecified location in the Gibraltar Strait, between Morocco and Spain",Caminando Fronteras,"35.961994206451, -5.382424111328",Western Mediterranean,https,//bit.ly/2Ej7nL0,Uncategorized,4
44696,Sub-Saharan Africa,29-Mar-18,2018,Mar,6,,6,108,2,3,1,Vehicle Accident,"Kilometer 9 marker on highway near Ngara, Kagera Region, Tanzania",IOM Tanzania,"-2.497341984525, 30.668877524512",,https,//bit.ly/2GXjIYq,Eastern Africa,4
45736,US-Mexico Border,29-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"All-American Canal, Calexico, Imperial County, California, USA","Consulado de México en Calexico, Imperial County Coroner's Office","32.653601967644, -115.656353535580",Central America to US,,Northern America,5,
45766,US-Mexico Border,29-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Río Bravo, near 4404 Ira Road, Mission, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.182987778393, -98.405593392773",Central America to US,,Northern America,5,
50979,North Africa,29-Mar-18,2018,Mar,2,,2,,2,,2,Fall,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"20.610678000000, 27.916851000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44707,US-Mexico Border,28-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.091909170874, -112.994825761720",Central America to US,http,//humaneborders.info/,Northern America,5
45765,US-Mexico Border,28-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Río Bravo, near Garza Avenue / West Military Road, La Joya, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.218109622769, -98.482653294165",Central America to US,,Northern America,5,
50977,North Africa,28-Mar-18,2018,Mar,2,,2,,,2,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"26.920845000000, 14.357962000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50978,Sub-Saharan Africa,28-Mar-18,2018,Mar,2,,2,,,1,1,Vehicle Accident,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.180320000000, -4.294660000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44704,US-Mexico Border,27-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.017756700000, -112.164876400000",Central America to US,http,//www.humaneborders.info/,Northern America,5
44706,US-Mexico Border,27-Mar-18,2018,Mar,1,,1,,1,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.371764900000, -112.860693000000",Central America to US,http,//humaneborders.info/,Northern America,5
45764,US-Mexico Border,27-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Río Bravo, near 41966 Expressway 83, Havana, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.235224737159, -98.521416750354",Central America to US,,Northern America,5,
50974,North Africa,27-Mar-18,2018,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50975,North Africa,27-Mar-18,2018,Mar,1,,1,,1,,1,Sickness and lack of access to medicines,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"20.610678000000, 27.916851000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50976,Sub-Saharan Africa,27-Mar-18,2018,Mar,4,,4,,2,,1,Vehicle Accident,"Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"10.486490000000, -5.652830000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50972,Sub-Saharan Africa,26-Mar-18,2018,Mar,2,,2,,,2,1,Starvation,"Unspecified location in the Indian Ocean, off the coast of Tanzania",Mixed Migration Monitoring Mechanism Initiative (4mi),"-8.798085000000, 40.785291000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
50973,Sub-Saharan Africa,26-Mar-18,2018,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.975204000000, 7.965108000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44679,US-Mexico Border,24-Mar-18,2018,Mar,1,,1,,1,,,Suicide,"Body found in Mexicali, Baja California, Mexico","La Jornada, Diario de México","32.624538900000, -115.452262300000",Central America to US,"https://bit.ly/2pPq6sj, https://bit.ly/2IZoMMl",Central America,3,
50970,North Africa,24-Mar-18,2018,Mar,2,,2,,,2,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.322071000000, 13.740103000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50971,North Africa,24-Mar-18,2018,Mar,1,,1,,1,,1,Sickness and lack of access to medicines,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"20.610678000000, 27.916851000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44703,US-Mexico Border,23-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.914713900000, -111.965332300000",Central America to US,http,//www.humaneborders.info/,Northern America,5
50964,North Africa,23-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.693161000000, 23.974745000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50965,North Africa,23-Mar-18,2018,Mar,1,,1,,,1,,Vehicle Accident,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50966,North Africa,23-Mar-18,2018,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"31.986596000000, 20.297225000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50967,Sub-Saharan Africa,23-Mar-18,2018,Mar,1,,1,,1,,1,Vehicle Accident,"San, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.306580000000, -4.892490000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50968,Sub-Saharan Africa,23-Mar-18,2018,Mar,2,,2,,1,,1,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.669425000000, -7.909603000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50969,Sub-Saharan Africa,23-Mar-18,2018,Mar,1,,1,,,1,,Excessive Physical Abuse,"Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"10.486490000000, -5.652830000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44678,US-Mexico Border,22-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Rio Bravo, La Playita, Reynosa, Tamaulipas, Mexico","Hoy Tamaulipas, HCH","26.122863641117, -98.325093293462",Central America to US,"https://bit.ly/2pHNXKD, https://bit.ly/2Gh6STN",Central America,3,
50960,North Africa,22-Mar-18,2018,Mar,1,,1,,,1,,Shot,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"26.999031000000, 14.424901000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50961,North Africa,22-Mar-18,2018,Mar,7,,7,,1,2,1,Starvation,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"32.788441000000, 12.489750000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50962,Sub-Saharan Africa,22-Mar-18,2018,Mar,2,,2,,1,1,,Sickness and lack of access to medicines,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"20.833144000000, 11.236350000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50963,Sub-Saharan Africa,22-Mar-18,2018,Mar,1,,1,,1,,,Uknown,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.975204000000, 7.965108000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44701,US-Mexico Border,21-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.163190400000, -112.998958600000",Central America to US,http,//www.humaneborders.info/,Northern America,5
44702,US-Mexico Border,21-Mar-18,2018,Mar,1,,1,,1,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.300134900000, -111.573646100000",Central America to US,http,//www.humaneborders.info/,Northern America,5
50959,North Africa,21-Mar-18,2018,Mar,2,,2,,2,,1,Vehicle Accident,"Sahara desert, Sudan, near the border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.943709000000, 27.672666000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44676,Mediterranean,20-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Body found on the shore of Tripoli, Libya",IOM Libya,"32.908397062094, 13.256741284619",Central Mediterranean,,Uncategorized,4,
45798,US-Mexico Border,20-Mar-18,2018,Mar,1,,1,,1,,,Uknown,"Cage Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"27.064593600000, -98.144349100000",Central America to US,,Northern America,4,
50957,Sub-Saharan Africa,20-Mar-18,2018,Mar,1,,1,,,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.975204000000, 7.965108000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50958,Sub-Saharan Africa,20-Mar-18,2018,Mar,2,,2,,1,1,1,Excessive Physical Abuse,"Bandiagara, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.351270000000, -3.608040000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50955,North Africa,19-Mar-18,2018,Mar,1,,1,,,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.311991000000, 18.010010000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50956,Sub-Saharan Africa,19-Mar-18,2018,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.436756000000, -6.242715000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44671,Mediterranean,18-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Body recovered on a beach in Rota, Cádiz, Spain","Guardia Civil, Europa Press","36.619003063120, -6.364435634424",Western Mediterranean,http,//bit.ly/2FS0mql,Uncategorized,5
44712,US-Mexico Border,18-Mar-18,2018,Mar,1,,1,,,1,,Drowning,Unspecified location in the Río Bravo,La Nueva Radio Ya,"28.775431163322, -100.532556052990",Central America to US,https,//bit.ly/2GK2uAX,Northern America,1
50952,North Africa,18-Mar-18,2018,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.800424000000, 18.143748000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50953,Sub-Saharan Africa,18-Mar-18,2018,Mar,2,,2,,1,1,2,Vehicle Accident,"Ouahigouya, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.574530000000, -2.413660000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50954,Sub-Saharan Africa,18-Mar-18,2018,Mar,1,,1,,,1,1,Sickness and lack of access to medicines,"Koro, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.063995000000, -3.080250000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44669,Mediterranean,17-Mar-18,2018,Mar,16,3,19,3,5,11,9,Drowning,"Unspecified location off the coast of Agathonisi, Greece","IOM Greece, Hellenic Coast Guard, Reuters, AP","37.462855742504, 27.010840066992",Eastern Mediterranean,"http://www.hcg.gr/node/17395, http://bit.ly/2u2YRjw, http://reut.rs/2u2ZdGS",Uncategorized,5,
50950,North Africa,17-Mar-18,2018,Mar,1,,1,,,1,,Starvation,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.224424000000, 13.972410000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50951,Sub-Saharan Africa,17-Mar-18,2018,Mar,1,,1,,1,,,Vehicle Accident,"Sikasso, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"11.315370000000, -5.665460000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44667,North Africa,16-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Playa de la Madera, Tinajo, Lanzarote, Canary Islands","EFE, La Provincia, La Voz de Lanzarote","29.062086400000, -13.774629600000",Western African,"http://bit.ly/2GHq0uS, http://bit.ly/2tVzsIk, http://bit.ly/2ptEkPt, http://bit.ly/2pvglPS",Uncategorized,3,
50947,North Africa,16-Mar-18,2018,Mar,1,,1,,,1,,Starvation,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"22.223005000000, 22.799039000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50948,North Africa,16-Mar-18,2018,Mar,1,,1,,,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"22.019453000000, 22.623337000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50949,Sub-Saharan Africa,16-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.975204000000, 7.965108000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44665,Mediterranean,15-Mar-18,2018,Mar,12,,12,22,,,,Drowning,Alboran Sea between Morocco and Spain,Caminando Fronteras,"35.519970536120, -2.645016567187",Western Mediterranean,http,//bit.ly/2FDRbtf,Uncategorized,4
44677,US-Mexico Border,15-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Unspecified location near Sarita, Kennedy County, Texas, USA","El Manana, 1800 Migrante","27.221700100000, -97.789305900000",Central America to US,https,//bit.ly/2pFmOI5,Northern America,4
44662,US-Mexico Border,13-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico","Debate, Hoy Tamaulipas","26.216509546108, -98.455060823804",Central America to US,"http://bit.ly/2tJgxAB, http://bit.ly/2FJHup6",Central America,3,
44700,US-Mexico Border,13-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.339538600000, -110.978347600000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45763,US-Mexico Border,13-Mar-18,2018,Mar,1,,1,,,1,,Drowning,"Río Bravo, near 3325 Green Jay Road, Alamo, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.073688357334, -98.133600069034",Central America to US,,Northern America,5,
50943,North Africa,13-Mar-18,2018,Mar,1,,1,,,1,1,Starvation,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.921313000000, 13.970013000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50944,North Africa,13-Mar-18,2018,Mar,1,,1,,,1,,Sickness and lack of access to medicines,Egyptian Libyan border ,Mixed Migration Monitoring Mechanism Initiative (4mi),"28.955282000000, 24.995294000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50945,Sub-Saharan Africa,13-Mar-18,2018,Mar,1,,1,,,1,,Shot,"Koro, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.625640000000, -7.985540000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
50946,Sub-Saharan Africa,13-Mar-18,2018,Mar,1,,1,,,1,1,Sickness and lack of access to medicines,"San, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.306580000000, -4.892490000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44661,Mediterranean,12-Mar-18,2018,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Hospital in Modica, Sicily, after being rescued off the coast of Libya","Proactiva Open Arms, Ansa","36.839922534108, 14.765837528836",Central Mediterranean,"http://bit.ly/2tIL5m3, http://bit.ly/2DmKA0w",Uncategorized,4,
50940,North Africa,12-Mar-18,2018,Mar,2,,2,,,,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.764291000000, 13.182405000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50941,North Africa,12-Mar-18,2018,Mar,2,,2,,,2,,Starvation,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.081574000000, 13.267205000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
50942,North Africa,12-Mar-18,2018,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Sahara desert, Sudan, near the border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.943709000000, 27.672666000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44656,US-Mexico Border,11-Mar-18,2018,Mar,1,,1,4,,1,,Drowning,"Río Bravo, El Saucito, Coahuila, Mexico","Instituto Nacional de Migración, El Horizonte, Radio Zócalo","28.535236599023, -100.405340716030",Central America to US,"http://bit.ly/2HtbaHG,, http://bit.ly/2p8NBMZ, http://bit.ly/2FvNeae",Central America,5,
44657,US-Mexico Border,11-Mar-18,2018,Mar,1,,1,1,,1,,Uknown,"Sunland Park, near Santa Teresa port of entry, Doña Ana County, New Mexico, USA","News 4 San Antonio, ABC, El Diario de El Paso","31.788914152399, -106.591970136450",Central America to US,"http://bit.ly/2IhUjZw, http://bit.ly/2FvgQEG, http://bit.ly/2p448m7",Northern America,3,
44675,US-Mexico Border,10-Mar-18,2018,Mar,1,,1,,,1,,Uknown,"Dos Palomas Ranch near Falfurrias, Brooks County, Texas, USA",South Texas Human Rights Center,"27.153672900000, -98.317252900000",Central America to US,,Northern America,4,
